PALLAVI,2026_CEPWD_70339_1,"Maintenance of road from Sidhai Bijoynagar road(Near pump house) Tingaria(L-380Mtr) during the year 2025-26/ SH Grouting, Carpeting, seal coat, drain and other allied works.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"22,972",,"11,48,622",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70331_1,"Maintenance of road from Mahadevpara Melaground to PWD Road (L-0.52km) during the year 2025-26/ SH Potholes repairs, carpeting with other allied works.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"37,172",,"18,58,588",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70334_1,Maintenance of road at Acharjee Para Ward No.8 during the year 2025-26/ SH Construction of RCC drain with other allied works (L-0.20KM),Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"44,946",,"22,47,276",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70401_1,"Improvement of Ramnagar 1, 2 and 3 alongwith Shoulder Development with Paver Block SH BC and Paver Block works with other aliied items L-2.30 KM",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No I",,"7,75,927",,"3,87,96,330",TRIPURA,AGARTALA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70529_1,"Improvement of road from Subhananda para To Khas kalyanpur Under Padmabil RD Block L 1.00 Km SH GSB,WBM, carpeting and other allied works.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"2,87,079",,"1,43,53,904",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70523_1,Improvement of Road and Drainage Facility and Road of Ramnagar Road No 7 SH RCC Cover Drain with Road Development L-1.20 KM RCC Cover Drain on Right Hand Side of the Road from TG Road L-700.00 M,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No I",,"2,90,573",,"1,45,28,636",TRIPURA,AGARTALA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70528_1,"Improvement of road from Baluabari To Sonaraibari Under Padmabil RD Block L 1.00 Km SH GSB,WBM, carpeting and other allied works.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"2,88,628",,"1,44,31,390",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70527_1,"Strengthening of road from Khowai Assam rifle camp to Anandamarga school under Khowai RD Block under PWD RandB Khowai Subdivision during the year 2025 26 SH GSB, WBM, BM, BC etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"2,90,123",,"1,45,06,153",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_TUDA_69223_2,Request for Proposal for Empanelment of Consultant for Preparation of Detailed Project Report under different schemes of Tripura State,Services,Tripura Urban Planning and Development Authority,,"2,00,000",,"1,00,00,000",TRIPURA,AGARTALA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70526_1,"under Khowai RD Block under PWD RandB Khowai Subdivision during the year 2025 26 SH GSB, WBM, BM, BC etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"2,90,302",,"1,45,15,085",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70504_1,"Hiring of Mahindra and Mahindra, Bolero having Commercial registration (model not earlier than 2023) for site inspection and official routine duty.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fifth Circle||EE PWD (R and B) Kamalpur Division",,"11,117",,"5,55,864",TRIPURA,Kamalpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70593_1,"Repair to plaster, exterior painting, brickworks, plinth protection, boundary wall repair etc",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"25,061",,"12,53,067",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_FISH_69965_1,"Supply of 10 cm above Major carp fingerlings in body length to the different gram panchayat/village council, Municipal Council and Nagar Panchayet of Bishalgarh Sub-Division, Sepahijala for implementation of different Pisciculture schemes",Goods,Directorate of Fisharies||Bishalgarh Sub Division,,"1,12,500",,"37,50,000",TRIPURA,"Different GP, VC,MC, NP of Bishalgarh Sub-division",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 17:30:00
PALLAVI,2026_FISH_69659_1,Supply of Indian Major Carp fingerlings 7 cm above size UNDER JRN SUBDIV,Goods,Directorate of Fisharies||Jirania Sub Division,,"46,800",,"15,60,000",TRIPURA,JIRANIA SUB-DIVISION,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 17:30:00
PALLAVI,2026_CERDD_70410_1,"Construction of Indoor sports Complex with Facilities for indoor Badminton Court along with Table Tannis, Indoor Gym and other amenities at Bishalgarh under RD Bishramganj Division/SH- Providing Permanent Internal Electrification work thereof.",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"15,864",,"7,93,200",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70571_1,Construction of C.C Pavement Road ward no 25 within DMC area during the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"26,764",,"13,38,177",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70558_1,Construction of R.C.C Drain At ward no 01 to 12 within DMC area During the year 2024 2025,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"25,666",,"12,83,291",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70561_1,Construction of C.C Pavement Road at ward no 01 to 12 within DMC area During the year 2024 2025,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"21,338",,"10,66,897",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70568_1,Construction of R.C.C Drain with slab at ward no 25 within DMC Area During the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"26,921",,"13,46,040",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70556_1,Construction of R.C.C Drain at ward no 13 to 25 within DMC area During the year 2024 2025,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"25,666",,"12,83,291",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70411_1,"Internal electrification for newly constructed 50 bedded Field Hospital under Emergency Covid Response Plan II (ECRP II) at Bishalgarh sub Division Hospital, under RD Bishramganj Division. (As per PWD SOR-I/ Electrification- 2021).",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"21,001",,"10,50,071",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70406_1,Construction of Panchayet Bhavan at Killaverma VC of Jampuijala RD Block under RD Bishramganj Division/SH- Providing Internal Electrification work thereof.(As per -PWD (I/E)-2001. (G/Floor).,Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"2,925",,"1,46,259",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70409_1,"Construction of Security Barrack at Newly Constructed resident of the District Magistrate and Collector, Sepahijala Bishramganj District under RD Division/SH- Providing Internal Electrification work thereof. (G/Floor) (SoR-2021 (I/E-PWD).",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"4,183",,"2,09,138",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70407_1,"Internal electrification for newly constructed stadium at Bishramganj under R.D. Bishramganja Division, during the year 2025-26 (SOR-2021)",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"1,954",,"97,686",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70408_1,"Internal electrification for newly constructed 14 nos market Stall at Bishramganj under R.D. Bishramganj Division, during the year 2025-26 (SOR-2021).",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"6,045",,"3,02,257",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_FISH_70012_1,"Supply of Major carp fingerlings to the different gram Panchayat/village council/ Wards under different blocks/Nagar Panchayat/Municipal Council of Sonamura Sub Division, Sepahijala, Tripura for implementation of different Pisciculture schemes",Goods,Directorate of Fisharies||Sonamura Sub Division,,"46,800",,"15,60,000",TRIPURA,All blocks Nagar Panchayat Melaghar MC,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70562_1,Construction of C.C Pavement Road at ward no 13 to 25 within DMC area During the year 2024 2025,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"21,338",,"10,66,897",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CERDD_70405_1,Construction of Panchayet Bhavan at Jampuijala VC of Jampuijala RD Block under RD Bishramganj Division/SH- Providing Internal Electrification work thereof.(As per-PWD (I/E)-2001. (G/Floor),Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-1, CE, RDD||Executive Engineer Western Division-2",,"2,925",,"1,46,259",TRIPURA,Sepahijala District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70516_1,Extension of pipeline and providing FHTC under Kasari RF GP under B.C Nagar Block within the jurisdiction of DWS Sub-Division Barpathari during the year 2025-26 (FFC Grant),Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"8,854",,"4,42,708",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70503_1,"Maintenance of pipeline by repairing of leakage , washing of existing pipeline, all other allied works at Bru settlement camp under Bokafa RD Block under DWS Sub-Division Santirbazar during the year 2025-26.",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"13,610",,"6,80,477",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70575_1,Construction of Drain with slab and C.C Pavement Road at ward no 05 within DMC area During the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"48,475",,"24,23,738",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70579_1,Construction of Drain and C.C Pavement Road at ward no 01 within DMC area During the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"48,475",,"24,23,738",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70521_1,Mtc of pipeline by repairing of leakage washing of existing pipeline in DTW schemes in different locations under Rajnagar RD Block within the jurisdiction of DWS Sub-Division Barpathari during the year 2025-26 (Gr-II).,Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"10,528",,"5,26,414",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70580_1,Construction of new Boundary wall at BBI Quarter near BBI pond under DMC for the year 2025 26 starting from last end of School inspector office to post office road,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"24,941",,"12,47,062",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70464_1,"Operation, maintenance and upkeepment of 0.55 MGD SWTP at Gaburcherra for a period of 365 days including mtc. of electrical accessories, rewinding motors, mtc. pump and providing materials under DWS Sub-Division, Belonia during the year 2025-26.",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"34,349",,"17,17,448",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70573_1,Construction of C.C Pavement Road at ward no 03 within DMC area during the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"26,764",,"13,38,177",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70583_1,Construction of Drain and CC Pavement Road at ward no 06 within DMC area During the year 2025-2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"48,418",,"24,20,922",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70589_1,Providing Earth Filling and Bamboo Pallasiding At Ward No 03 18 16 and 20 within DMC area During the year 2024-2025,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"47,315",,"23,65,740",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_FISH_70415_1,"Supply, Installation, Testing and Commissioning of Cold Storage along-with Ante Room for storage Fish at 1st Floor of Fish Sale Counter of TAFCS Ltd., MG Bazar, Agartala, Tripura.",Goods,Directorate of Fisharies,,"40,000",,,TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_Urban_70574_1,Construction of R.C.C Drain with slab at ward no 03 within DMC Area During the year 2025 2026,Works,Director (Urban Development Department)||Joint Director (Urban Development Department)||Dharmanagar Municipal Council,,"26,921",,"13,46,040",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70519_1,"Extension of pipeline and providing FHTC, maintenance of pipeline and providing different capacity Pump-motor set under SBC Nagar GP under B.C Nagar Block within the jurisdiction of DWS Sub-Division Barpathari during the year 2025-26 (FFC Grant).",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"11,984",,"5,99,221",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70476_1,"Providing, fitting fixing of electrical accessories, spare of panel board at different locations under Bokafa RD Block area within the jurisdiction of DWS Sub-Division Santirbazar during the year 2025-26 (Gr-II).",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"27,415",,"13,70,767",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_FISH_70015_1,Supply of Major carp fingerlings 10 cm and above,Goods,Directorate of Fisharies||Sonamura Sub Division,,"93,750",,"31,25,000",TRIPURA,All blocks Nagar Panchayat Melaghar MC SNM,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70507_1,"Extension of pipeline and providing FHTC under West Kalabaria GP and Chittamara GP under B.C Nagar Block within the jurisdiction of DWS Sub-Division, Barpathari during the year 2025-26 (FFC Grant).",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"11,606",,"5,80,298",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70495_1,"Rewinding of Motors, Repairing of Pumps with Lifting, Lowering, Supplying installation of different electrical accessories at under Bokafa RD Block within the jurisdiction of DWS Sub-Division Santirbazar during the year 2025-2026 (Gr-II).",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"17,832",,"8,91,592",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70499_1,"Maintenance of pump house in different DTW scheme along with Maintenance of office building of DWS Sub-Division, Santirbazar under SMC area under jurisdiction of DWS Sub-Division Santirbazar during the year 2025-26.",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"24,524",,"12,26,218",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_CEDWS_70513_1,"Mtc of pipeline by repairing of leakage, washing of existing pipeline in different locations of Sukanta Nagar GP and Paikhola GP under BC Nagar RD Block within the jurisdiction of DWS Sub-Division Barpathari during the year 2025-26 (FFC Grant).",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Belonia, PWD (DWS)",,"4,084",,"2,04,200",TRIPURA,Belonia,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 15:00:00
PALLAVI,2026_TUDA_68952_1,DEVELOPMENT OF AN AFFORDABLE HOUSING PROJECT OVER 5 POINT 40 ACERES AT NANDANAGAR AGARTALA TRIPURA ON PPP,Works,Tripura Urban Planning and Development Authority,,"25,00,000",,,TRIPURA,NANADANAGAR,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 16:00:00
PALLAVI,2026_FISH_69689_1,Supply of 10 cm fingerlings JRN SUB-DIVISION,Goods,Directorate of Fisharies||Jirania Sub Division,,"1,50,000",,"50,00,000",TRIPURA,JIRANIA SUB-DIVISION,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 17:30:00
PALLAVI,2026_DA_70136_1,Procurement of Forensic Equipment,Goods,Director - Tripura State Forensic Science Laboratory||Scientific Staff-Tripura State Forensic Science Laboratory||Digital Forensic Analyst-TSFL,,"40,000",,,TRIPURA,Tripura State Forensic Science Laboratory,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,27-02-2026 18:00:00
PALLAVI,2026_CERDD_70510_1,Construction of blacktop road from Gangarai SB School to Bhagirath Reang House via Abhiram Reang House under Santirbazar Division during FY 2025-26,Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-2, CE, RDD||Executive Engineer Southern Division-4",,"1,30,141",,"65,07,054",TRIPURA,As per DNIT,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 14:00:00
PALLAVI,2026_DDSE_70452_1,"Repairing Work of 06 Six nos Dysfunctional Boys Toilet under B.C. Nagar, Jolaibari and Rajnagar RD Block of South Tripura District for the year 2025-26.",Works,Director - Directorate of Secondary Education,,"18,000",,"9,00,000",TRIPURA,"BC Nagar, Rajnagar, Jolaibari",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_TJB_70475_1,Construction of 1 Package type IRP Unit of capacity 10000 GPH x 2 MS Vessel,Works,Tripura Jal Board,,"1,72,864",,"86,43,182",TRIPURA,AMC Area,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_DDSE_70451_1,Repairing Work of Dysfunctional Boys Toilet in Mathuranagar J.B. School under Mungiakami RD Block of khowai District for the year 2025-26.,Works,Director - Directorate of Secondary Education,,"3,000",,"1,50,000",TRIPURA,"Mungiakami, Khowai",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_TTDC_70183_1,"Development of Amarsagar Dighi, Udaipur, Gomati District",Works,Tripura Tourism Development Corporation Ltd,,"76,95,565",,,TRIPURA,"Udaipur, Gomati District",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_DyDIR_70153_1,Transportation of Textbooks Printed materials from Godown of SCERT at Agartala Tripura to the destination points located at different Inspectorates of Schools Tripura different District Headquarters of Tripura,Services,Director- SCERT||Additional Director- SCERT||Deputy Director- SCERT,,"56,000",,"28,00,000",TRIPURA,SCERT Abhoynagar Agartala Tripura West,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_AGRI_70515_1,Construction of Electric Traction Elevator Lift at Gomati District Office Building Udaipur on Turn Key including consecutive 5 years Comprehensive Running Maintenance after completion of warranty period 2nd Call,Works,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer Mech,,"44,321",,"22,16,050",TRIPURA,Udaipur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,02-03-2026 15:00:00
PALLAVI,2026_CEPWD_70500_1,"Strengthening of road from Borker to Belcherra Bazar under Padmabil RD Block SH GSB, WBM, Carpeting, CD and other allied works.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"7,73,022",,"3,86,51,109",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
